figure
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/14c3b799-4b2a-4520-be05-83b0a350aa4a/jordan-air-jordan-fleece-hoodie-v3J5HK.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/65383031-1cca-43d8-bdbc-176f4d399f3b/jordan-flight-heritage-fleece-crew-sweatshirt-Hw7GSV.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/21c71576-21ac-420b-a0f9-56da5373470e/sb-skate-jumper-fGGqMC.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/7fb38e2f-f0db-4eae-b683-687941d7fef3/jordan-sport-dna-pullover-hoodie-ZWBb73.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/a39de7ea-5c88-4357-b750-d67b5dc1187f/sportswear-tech-fleece-hoodie-bxk5v8.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/66791ffd-4f79-459b-bb72-e4731a863875/dri-fit-standard-issue-basketball-hoodie-qkBG3N.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/7cd4cd4a-b97b-476a-aaf6-5b4310ea6d7d/standard-issue-basketball-crew-sweatshirt-CGHGdX.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/db1cb6ae-46df-4456-9b9f-750edaea4f20/luka-ntr-glitch-pullover-hoodie-f4bCWd.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/4c57c409-9254-43f2-a0db-4cf0233c28d6/yoga-dri-fit-air-top-JFFvGQ.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/f5577860-b00d-4e28-8e0a-ed3f7ebae6ed/jordan-sport-dna-statement-fleece-hoodie-Rr5N1h.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/eec2b546-c561-41c2-96a0-051d494df399/jordan-essentials-statement-fleece-hoodie-6LWfxt.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/3f5a5236-30b5-4063-8e47-03266e37dd81/story-pack-long-sleeve-training-top-WJkjlN.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/4d06101e-9212-49f0-9534-fa851ae0e9aa/sb-skate-hoodie-CxJHDH.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/d3b568a0-b995-4215-b7aa-ae325dc8e436/sportswear-tech-fleece-graphic-hoodie-CL25J8.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/b51b7dc2-fbf1-4177-8fbe-5d1f10d2c872/sportswear-french-terry-pullover-hoodie-BKgCPM.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/60a5ad4f-a61c-47f0-a92c-ffd42947e814/sb-skate-crew-t8Lnn2.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/1475b3d4-b8ae-46aa-b847-7327ab10109a/kyrie-pullover-hoodie-Bw2dWK.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/be26d7fd-381f-4ab4-b240-a37f57fc0f88/dri-fit-sport-clash-training-hoodie-FTj11w.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/9fa63eef-54f6-4c07-8360-7dcfe6ef4201/sportswear-french-terry-sweatshirt-2mBbnc.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/eb7f6cd4-e637-4dfc-8bd4-247809bf1d28/sportswear-tech-fleece-crew-sweatshirt-w2ZNGT.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/cc5b8b82-f85c-4abf-bdea-66f6cc9d1af4/jordan-dri-fit-zion-hoodie-LDCsLV.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/96b405d0-9570-4e5e-9c93-9239fc1919f4/jordan-essentials-graphic-fleece-hoodie-qjcchc.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/cf4684e2-f3fb-4da8-b824-1c97a9a99209/jordan-23-engineered-fleece-pullover-hoodie-hc6P05.png"
"https://static.nike.com/a/images/c_limit,w_318,f_auto/t_product_v1/aa67513e-ad70-46c4-b393-d68aa9f5a5dc/paris-saint-germain-fleece-pullover-hoodie-smXzb8.png"
https://m.media-amazon.com/images/I/61KMBZh2UqL._UY679_.jpg
https://m.media-amazon.com/images/I/61zH3-7LI7L._UX679_.jpg
https://m.media-amazon.com/images/I/71yDxMS2CCL._UX522_.jpg
